"name";"Mannit";"Sorbit";"Xylit";"Summe Zuckeralkohole";"Glucose (Traubenzucker)";"Fructose (Fruchtzucker)";"Galactose (Schleimzucker)";"Monosaccharide (1 M)";"Saccharose (Rübenzucker)";"Maltose (Malzzucker)";"Lactose (Milchzucker)";"Disaccharide (2 M)";"Oligosaccharide, resorbierbar (3-9 M)";"Oligosaccharide, nicht resorbierbar";"Glykogen (tierische Stärke)";"Stärke";"Polysaccharide (> 9 M)"
"Schweinerückenpastete mit Mürbeteig";817;995;0;896;0;28;0;0;1891;5;58;6583;789;0;6583;0;0
"Limburger Vollfettstufe";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Kürbiskernmehl";2173,1;194;0;232,8;0;0;0;0;426,9;0;0;0;2200;0;2600;0;0
"Sauerkirsche Fruchtsaft";0;5300;0;6500;0;0;0;0;11800;1;0;0;0;971;0;971;0
"Spaghetti Bolognese (Zubereitung Haushalt)";284;571;0;536;22;0;0;4;1144;0;103;13733;284;1;13711;5;0
"Buchweizen Korn geschält";284;71;0;71;0;0;0;0;142;0;0;70554;284;0;70554;0;0
"Gemüsebrühe (Zubereitung Haushalt)";358;244;0;274;0;12;1;53;518;25;47;169;345;0;169;53;0
"Graubrot-Roggenbrot mit Kümmel";3139;402;0;593;0;0;2284;0;995;0;23;39452;855;0;39452;0;0
"Weißer Schweinskäse";38;133;0;146;0;0;0;0;279;0;0;8;38;0;8;0;0
"Feige frisch";400;5508;0;6992;0;0;0;0;12500;0;0;0;400;0;0;0;0
"Pfifferling frisch";6;10;0;24;0;0;0;160;34;0;0;0;6;0;0;160;0
"Graubrot-Weizenmischbrot";1451;212;0;292;0;0;973;0;504;182;170;42823;478;0;42823;0;0
"Weißwurst in Kapernsoße                  ";667;485;0;485;158;431;0;0;971;1;8;2105;236;0;1947;0;0
"Norddeutsche Kochmettwurst";7;80;0;96;50;0;0;0;176;0;0;60;7;0;10;0;0
"Hirse Mehl";0;0;0;0;0;0;0;0;0;0;0;75400;0;0;75400;0;0
"Zartbitterschokolade";43042;0;0;0;0;0;0;0;0;16;0;780;43042;0;780;0;0
"Erdnussflips";1395;44;0;44;0;0;0;0;88;0;174;43511;1395;0;43511;0;0
"Blutwürste";91;190;0;233;15;0;0;0;423;0;45;37;91;0;22;0;0
"Möhren gedünstet (Zubereitung Haushalt)";1416;1131;0;1406;0;0;0;121;2537;0;0;37;1416;0;37;121;0
"Rüböl (Rapsöl)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Spitzkohl gedünstet (Zubereitung Großküche)";527;740;0;756;0;0;0;0;1496;1;26;1384;527;0;1384;0;0
"Gebrannte Cashewkerne";43460,6;269,7;0;269,7;0;0;0;0;539,4;0;0;0;43500;0;5000;0;0
"Knackwurst, Servela";18;105;0;126;0;0;0;0;231;0;0;11;18;0;11;0;0
"Aubergine frisch gegart";125;1121;0;1118;0;0;0;0;2239;0;0;125;125;0;125;0;0
"Filetpastete und andere";15;71;0;82;0;0;0;0;153;0;0;6;15;0;6;0;0
"Cashewnuss geröstet";11385;0;0;1265;0;0;0;0;1265;0;0;12650;11385;0;12650;0;0
"Champignon frisch gegart";15;25;0;60;0;0;0;398;85;0;0;0;15;0;0;398;0
"Chinakohl frisch";298;427;0;417;0;0;0;0;844;0;0;48;298;0;48;0;0
"Delikateß-Leberwurst";72;208;0;245;867;0;0;0;453;0;61;874;72;0;7;0;0
"Pollack frisch";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Kasseler gegrillt";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Leberwurst Ia";72;208;0;245;867;0;0;0;453;0;61;874;72;0;7;0;0
"Lachs pazifisch";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Geselchte";24;89;0;106;0;0;0;0;195;0;6;6;24;0;6;0;0
"Salami IA fein";10;91;0;109;0;0;0;0;203;0;0;10;10;0;10;0;0
"Debreziner (Brühwurst)";12;99;0;118;60;0;0;0;217;0;0;71;12;0;11;0;0
"Katenrauchwurst";15;92;0;109;0;0;0;0;201;0;0;10;15;0;10;0;0
"Gelbwurst";31;112;0;124;0;0;0;0;236;0;0;7;31;0;7;0;0
"Apfel geschält roh mit Küchenabfall";3147;6120;93;1660;0;0;0;0;7873;0;0;11;3147;749;11;749;0
"Rosenkohl tiefgefroren";1131;925;0;1028;0;0;0;0;1953;0;0;343;1131;0;343;0;0
"Spinat tiefgefroren";219;110;0;136;0;0;0;0;246;0;0;83;219;0;83;0;0
"Goldbackfisch paniert tiefgefroren";226;6;0;28;0;193;11;0;34;4;158;5345;22;0;5336;0;0
"Fleischsalat (Zubereitung Gastronomie)";1579;399;0;477;0;0;0;5;876;1;0;2172;1579;0;2172;5;0
"Pferd Fleisch";0;0;0;0;400;0;0;0;0;0;0;400;0;0;0;0;0
"Brennnessel roh";317;284;0;246;0;0;0;0;530;0;0;462;317;0;462;0;0
"Luzernensprossen (Alfalfa) frisch";108;432;0;432;0;0;0;0;864;0;0;1188;108;0;1188;0;0
"Kefir";4100;0;0;0;0;4100;0;0;0;0;0;0;0;0;0;0;0
"Sojajoghurt Vanillegeschmack angereichert mit Calcium und Vitaminen probiotisch";9100;0;0;0;0;0;0;0;0;0;0;0;9100;0;0;0;0
"Bier alkoholfrei (< 0,5 Gew% Alkohol)";359;11;5;32;0;0;359;5;59;0;4628;294;0;5;0;10;0
"Kakaobutter";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Körnerbrot glutenfrei";4809;12;0;12;0;8;0;0;24;0;35;33953;4801;0;33953;0;0
"Zuckermelone - Honigmelone roh";9498;1302;0;1600;0;0;0;0;2902;0;0;0;9498;0;0;0;0
"Sirup";0;0;0;79000;0;0;0;0;79000;0;0;0;0;0;0;0;0
"Radieschen frisch";107;639;0;1384;0;0;0;0;2023;0;0;0;107;0;0;0;0
"Kaffee entcoffeiniert röststoffarm (Getränk)";12;2;0;2;0;0;0;0;6;0;0;382;12;0;0;0;0
"Banane tiefgefroren";11439;3775;0;3931;0;0;0;0;7706;0;0;3065;11439;0;3065;0;0
"Mandel süß geröstet";7000;0;0;0;0;0;0;0;0;0;0;0;7000;0;0;0;0
"Bohnen weiß reif Konserve";297;0;0;0;0;0;0;0;0;1102;793;8815;297;0;8815;0;0
"Ochsenschwanz in Gelee";0;281;0;228;44;0;0;0;510;0;0;44;0;0;0;0;0
"Salami italienische Art";17;125;0;148;0;0;0;0;277;0;0;13;17;0;13;0;0
"Gerste Vollkornflocken";1785;132;0;132;0;0;661;0;264;0;331;63730;1124;0;63730;0;0
"Gewürzgurken Sauerkonserve, abgetropft";318;766;0;693;0;0;0;43;1459;0;0;0;318;0;0;43;0
"Inulin";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Brühwurst feingekuttert (nicht umgerötet)";31;112;0;124;0;0;0;0;236;0;0;7;31;0;7;0;0
"Preßkopf rot, Panhas";208;213;0;259;53;0;0;0;472;0;50;78;208;0;25;0;0
"Zwiebeln gegart";1629;1160;0;1418;0;0;0;0;2578;0;967;0;1629;0;0;0;0
"Frankfurter Rindswurst, Rote";11;106;0;128;0;0;0;0;234;0;0;13;11;0;13;0;0
"Berglinsen";2400;0;0;0;0;0;0;0;0;2380;4200;0;2400;0;46400;0;0
"Risotto mit Butter und Parmesankäse (Zubereitung Gastronomie)";261;230;0;292;0;36;1;6;522;18;113;21277;224;0;21277;6;0
"Kichererbsen Konserve abgetropft";332;320;0;479;0;0;0;0;799;1220;641;15665;332;0;15665;0;0
"Kochstreichwürste ohne Leber";13;88;0;105;0;0;0;0;193;0;0;9;13;0;9;0;0
"Mortadella norddeutsch";47;93;0;111;0;0;0;0;204;0;0;130;47;0;130;0;0
"Mais Mehl";1309;73;0;73;0;0;0;0;146;0;291;70964;1309;0;70964;0;0
"Butter";600;0;0;0;0;600;0;0;0;0;0;0;0;0;0;0;0
"Buchweizen Nudeln (Soba)";1015,7;87,1;0;97,1;0;0;0;0;184,3;170;300;0;1000;0;75500;0;0
"Cashewnuss";13725;0;0;1525;0;0;0;0;1525;0;0;15250;13725;0;15250;0;0
"Rosenkohl gedünstet (Zubereitung Haushalt)";1035;786;0;874;0;57;0;0;1660;0;2;804;978;0;804;0;0
"Döner Kebap";543;122;13;162;0;67;6;0;297;15;124;23071;470;0;23071;0;0
"Tofu";614;0;0;0;0;0;0;0;0;0;0;6;614;0;6;0;0
"Korinthenbrötchen mit Hefe";952;2893;0;2854;0;0;13;0;5747;29;189;45220;939;0;45220;0;0
"Vanilleeis (Zubereitung Haushalt)";19137;0;0;84;0;2997;0;0;84;6;0;1240;16140;0;1240;0;0
"Grießbrei (Zubereitung Haushalt)";4298;28;0;28;0;4203;0;0;56;0;47;7628;95;0;7628;0;0
"Joghurt-Dressing (Zubereitung Gastronomie)";3057;898;580;916;0;1857;0;0;2394;0;0;29;1200;0;29;0;0
"Knoblauchwurst rohe Krakauer";13;80;0;90;0;0;0;0;170;0;0;9;13;0;9;0;0
"Göttinger Schinkenwurst roh";35;70;0;88;0;0;0;0;158;0;0;39;35;0;39;0;0
"Roggen Vollkornmehl";896;60;0;60;0;0;0;0;120;0;597;58087;896;0;58087;0;0
"Johannisbeere rot frisch";431;3803;0;3066;0;0;0;0;6869;0;0;0;431;0;0;0;0
"Hagebutte Konfitüre";63735;3200;0;3207;0;0;0;0;6407;25;0;0;63735;0;0;0;0
"Kartoffelklöße halb und halb (Zubereitung Haushalt)";328;133;0;197;0;0;1;0;330;2;15;16031;327;0;16031;0;0
"Vollkornbrötchen mit Sesam";418;41;0;564;0;0;0;0;605;0;245;40541;418;0;40541;0;0
"Vollkornbrot-Roggenvollkornschrotbrot";1529;183;0;1202;0;0;971;0;1385;0;210;35009;558;0;35009;0;0
"Joghurt 10% Fett";2738;0;925;37;0;2738;0;0;962;0;0;0;0;0;0;0;0
"Fleischbrühe klar (Zubereitung Gastronomie)";161;104;0;101;131;0;1;17;205;25;21;157;160;0;26;17;0
"Gemüseeintopf (Zubereitung Haushalt)";571;371;36;526;166;0;1;14;960;14;85;606;570;0;440;16;2
"Knäckebrot-Mehrkornbrot";3696;490;0;722;0;0;2803;0;1212;151;127;66725;893;0;66725;0;0
"Clementine frisch";5778;1692;0;1530;0;0;0;0;3222;0;0;0;5778;0;0;0;0
"Touristenwurst";6;86;0;95;0;0;0;0;181;0;0;8;6;0;8;0;0
"Grünkohl Konserve";397;618;0;508;0;0;0;0;1126;0;0;64;397;0;64;0;0
"Würstchen (umgerötet)";21;115;0;132;0;0;0;0;247;0;0;11;21;0;11;0;0
"Kartoffelgratin (Zubereitung Haushalt)";1549;145;0;190;0;1339;0;0;335;0;0;9287;210;0;9287;0;0
"Heringsfische Makrelen Thunfische gegart";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Sojamehl";396;0;0;0;0;0;0;0;0;9000;0;4;396;0;4;0;0
"Schwein Schinkenspeck";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Kokoswasser";1280;0;0;41;0;0;0;0;41;0;0;0;1280;0;0;0;0
"Sojalecithin";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Heringsfilet in Tomatensoße";1000;327;0;317;0;0;0;4;644;0;26;98;1000;0;98;5;1
"Blätterteig tiefgefroren";142;35;0;35;0;0;0;0;70;0;142;35076;142;0;35076;0;0
"Weintraube rot frisch";437;7628;0;7332;0;0;0;0;14960;0;0;0;437;203;0;203;0
"Leberrolle";112;193;0;227;692;0;0;0;420;0;38;725;112;0;33;0;0
"Hackfleischsoße italienisch (Zubereitung Großküche)";160;428;0;412;309;0;0;18;840;2;58;3203;160;0;2894;18;0
"Hüttenkäse Magerstufe";3300;0;0;0;0;3300;0;0;0;0;0;0;0;0;0;0;0
"Dinkel ganzes Korn roh";603;60;0;60;0;0;0;0;120;0;362;59215;603;0;59215;0;0
"Feta";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Brötchen mit Schinken";940;52;0;53;0;0;14;0;105;31;200;48028;926;0;48028;0;0
"Sächsischer Preßkopf Konserve";26;61;0;76;51;0;0;0;137;0;0;105;26;0;54;0;0
"Schweinekamm gefüllt";241;239;0;239;0;153;7;45;478;109;73;88;81;0;88;45;0
"Blumenkohl gegart";202;885;0;943;0;0;0;0;1828;0;0;286;202;0;286;26;26
"Kasseler";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Himbeere Konfitüre";24840;13800;0;16540;0;0;3900;0;30340;25;0;0;20940;3;0;4;1
"Graubrot-Mehrkornbrot";2355;312;0;460;0;0;1786;0;772;96;81;42515;569;0;42515;0;0
"Tee schwarz mit Zucker (Getränk)";1958;0;0;0;0;0;0;0;0;1;0;0;1958;0;0;0;0
"Sanddornbeere Fruchtsaft";1828;2071;0;2363;0;0;0;0;4434;1;0;0;1828;0;0;0;0
"Bier Pils Hell";209;6;3;19;0;0;209;3;34;0;2699;172;0;3;0;6;0
"Gänsefett, -schmalz";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Plock-und Schinkenwurst roh";15;111;0;129;0;0;0;0;240;0;0;13;15;0;13;0;0
"Erdbeere tiefgefroren";1031;2389;0;2257;0;0;0;0;4664;0;0;0;1031;35;0;64;29
"Sauce Hollandaise Konserve";85;110;0;138;86;33;0;0;248;0;0;5374;52;0;5288;0;0
"Kichererbsen Konserve abgetropft gekocht";207;41;0;41;0;0;0;0;82;311;207;3640;207;0;3640;0;0
"Spargel grün";244;993;0;807;0;0;0;0;1800;0;0;0;200;0;0;0;0
"Kefir vollfett";4000;0;0;0;0;4000;0;0;0;0;0;0;0;0;0;0;0
"Birne frisch";1810;6746;0;1674;0;0;0;0;8420;0;0;0;1810;2170;0;2170;0
"Waffel-Maisbrot glutenfrei";663;37;0;37;0;0;0;0;74;0;147;69586;663;0;69586;0;0
"Brötchen (allgemein)";933;53;0;55;0;0;14;0;108;32;206;49404;919;0;49404;0;0
"Teigwaren aus Hartgrieß gegart";121;30;0;30;0;0;0;0;60;0;121;30026;121;0;30026;0;0
"Kapern Konserve abgetropft";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Kasseler gekocht";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Gänse-Cervelatwurst";16;115;0;139;0;0;0;0;254;0;0;12;16;0;12;0;0
"Gemüsepaprika gelb frisch";212;2173;0;2650;0;0;0;0;4823;0;0;265;212;0;265;0;0
"Hessische Landrotwurst";51;56;0;86;141;0;0;0;142;0;59;141;51;0;0;0;0
"Spätzle (Zubereitung Haushalt)";83;20;0;184;0;0;0;0;204;15;83;20535;83;0;20535;0;0
"Trinkwasser";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Knäckebrote";1351;76;0;79;0;0;20;0;155;46;299;71570;1331;0;71570;0;0
"Pfeffer Lyoner Konserve";35;84;0;107;0;0;0;0;191;0;0;40;35;0;40;0;0
"Kalbsleber gebraten (Zubereitung Haushalt)";136;179;0;273;4233;0;0;0;452;0;153;4237;136;0;4;0;0
"Sojadrink flüssig";600;0;0;0;0;0;0;0;0;0;0;0;600;0;0;0;0
"Ente Fleisch mit Haut frisch";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Sojasprossen frisch";2387;1123;0;1123;0;0;0;0;2246;0;0;47;2387;0;47;0;0
"Kalbfleischwurst Konserve";15;70;0;80;0;0;0;0;150;0;0;7;15;0;7;0;0
"Gemüsesuppe dick (Zubereitung Haushalt)";648;448;0;504;0;0;0;11;952;127;113;2841;648;0;2841;11;0
"Pariser Pastete";61;7;0;12;136;31;0;0;19;5;30;7463;30;0;7327;0;0
"Graubrot-Roggenmischbrot";2473;330;0;487;0;0;1896;0;817;82;76;40981;577;0;40981;0;0
"Knollensellerie frisch";1665;90;0;45;0;0;0;0;135;0;0;450;1665;0;450;0;0
"Graubrot-Roggenmischtoastbrot mit Schrotanteilen";4079;283;0;416;0;658;1589;0;699;83;115;40469;1832;0;40469;0;0
"Früchtetee (Getränk)";20;90;0;90;0;0;0;0;180;0;0;0;20;0;0;0;0
"Vollkornbrötchen-Roggenvollkornbrötchen mit Leinsamen";662;52;0;59;0;0;94;0;111;0;363;36679;568;0;36679;0;0
"Kasseler erwärmt";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Dinkelmehl Typ 630";658;43;0;56;0;0;176;0;99;0;414;67659;482;0;67659;0;0
"Delikateß Würstchen";15;80;0;94;0;0;0;0;174;0;0;8;15;0;8;0;0
"Noriblatt (Seetangblätter Norialge)";10122;21306;0;21306;0;0;0;0;42612;0;0;531;10122;0;531;0;0
"Hirnwurst";85;211;0;268;345;0;0;45;479;0;49;378;85;0;33;45;0
"Brathähnchen Herz frisch";0;0;0;0;700;0;0;0;0;0;0;700;0;0;0;0;0
"Eierlikör";26320;0;0;1680;0;0;0;0;1680;0;0;0;26320;0;0;0;0
"Kaisersemmel";1533;224;0;308;0;0;1028;0;532;192;180;45233;505;0;45233;0;0
"Bratwurst, Rheinische Bratwurst";32;115;0;127;0;0;0;0;242;0;0;7;32;0;7;0;0
"Weichkäse Doppelrahmstufe";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Schinken-Galantine                     ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Lamm Herz frisch";0;0;0;0;210;0;0;0;0;0;0;210;0;0;0;0;0
"Bauernbratwurst";10;75;0;92;0;0;0;0;167;0;0;19;10;0;19;0;0
"Schweinezungensülze";832;204;0;115;502;0;0;1;323;0;0;502;832;0;0;1;0
"Cheddar Rahmstufe";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Ananas Konserve";18218;1395;0;1218;0;0;0;0;2613;6;0;0;18218;0;0;0;0
"Palmfett - Palmöl";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Kalbfleischkäse";15;70;0;80;0;0;0;0;150;0;0;7;15;0;7;0;0
"Sauerkirsche Konserve abgetropft";13079;2163;0;2617;0;0;0;0;4780;10;0;0;13079;515;0;515;0
"Eier";0;0;0;700;0;0;0;0;700;0;0;0;0;0;0;0;0
"Hasenpastete";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Nuß-Nougat-Creme süß";58739;0;0;161;0;1051;0;0;161;22;0;661;57688;0;661;0;0
"Sauerkirsche roh";417;4283;0;5180;0;0;0;0;9463;0;0;0;417;1020;0;1020;0
"Spargel weiß frisch";306;1163;0;571;0;0;0;0;1734;0;0;0;306;0;0;0;0
"Kondensmilch 7.5 % Fett";9700;0;0;0;0;1940;0;0;0;0;0;0;7760;0;0;0;0
"Kartoffelkroketten (Zubereitung Großküche)";599;115;0;208;0;0;0;0;323;0;0;18082;599;0;18082;0;0
"Schoko-Müsli";14314;1494;8;2089;0;1619;130;0;3591;126;368;42106;12565;47;42106;47;0
"Cornichons Sauerkonserve abgetropft";318;766;0;693;0;0;0;43;1459;0;0;0;318;0;0;43;0
"Gansgalantine                       ";26;122;0;162;653;0;0;220;284;0;0;665;26;0;12;220;0
"Salatmayonnaise 50% Fett";0;0;0;0;0;0;0;0;0;0;0;5000;0;0;5000;0;0
"Knollensellerie frisch gegart";1150;62;0;31;0;0;0;0;93;0;0;311;1150;0;311;0;0
"Schwein Vorder-, Hinterschinken";1072;0;0;0;0;0;0;0;0;0;0;0;1072;0;0;0;0
"Käseschinkenwurst";18;86;0;97;0;0;0;0;183;0;0;8;18;0;8;0;0
"Graubrot-Roggenbrot mit Sauermilch";3362;415;0;611;0;376;2357;0;1026;0;24;39684;629;0;39684;0;0
"Salami aus Fleisch anderer Tiere";10;97;0;116;0;0;0;0;213;0;0;11;10;0;11;0;0
"Kabeljau tiefgefroren";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Auster frisch";0;0;0;0;3910;0;0;0;0;0;0;3910;0;0;0;0;0
"Kochwurst";72;208;0;245;867;0;0;0;453;0;61;874;72;0;7;0;0
"Zwetschge frisch";2499;1998;0;4303;0;0;0;0;6301;0;0;0;2499;0;0;0;0
"Kürbis frisch gegart";734;1562;0;1331;0;0;0;28;2893;0;0;918;734;0;918;46;18
"Schwedische Leberpastete mit Sardellen";37;120;0;149;673;0;0;34;269;0;18;683;37;0;10;34;0
"Hafer Mehl";440;0;0;63;0;0;0;0;63;280;314;62053;440;0;62053;0;0
"Mandel süß roh";2780;310;0;350;0;0;0;0;660;0;0;0;2780;0;0;0;0
"Fleischwurst im Blätterteig";201;12;0;18;0;49;0;0;30;8;46;11439;152;0;11439;0;0
"Schwein Hackfleisch frisch";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Couscous roh";687;69;0;69;0;0;0;0;138;0;412;67453;687;0;67453;0;0
"Kokosfett";10;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0
"Multi-Vitamin-Nektar mit Süßstoff";2664;1893;0;1398;0;0;0;0;3291;0;0;189;2664;145;189;145;0
"Cervelat- und Schlackwurst";9;92;0;111;0;0;0;0;203;0;0;11;9;0;11;0;0
"Rosinen";1125;32769;0;32306;0;0;0;0;65075;0;0;0;1125;0;0;0;0
"Waffeln einfach (Zubereitung Haushalt)";8454;20;0;142;0;1460;0;0;162;17;82;20378;6994;0;20378;0;0
"Knäckebrot-Weizenbrot mit Weizenkeimen";2000;94;0;111;0;0;18;0;205;835;785;66501;1982;0;66501;0;0
"Mosaikroulade";17;104;0;124;5;0;0;0;228;0;0;16;17;0;11;0;0
"Sauermilchkäse (Harzer)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Lupinenschrot";2700;0;0;0;0;0;0;0;0;3530;100;0;2700;0;10000;0;0
"Sultaninen";1125;32769;0;32306;0;0;0;0;65075;0;0;0;1125;0;0;0;0
"Brötchen-Mehrkornbrötchen";2487;329;0;486;0;0;1886;0;815;101;86;44892;601;0;44892;0;0
"Sushi";155;117;0;121;0;0;0;0;238;0;0;54344;155;0;54344;0;0
"Mozzarella 20% Fett i. Tr.";3300;0;0;0;0;3300;0;0;0;0;0;0;0;0;0;0;0
"Rauchfleisch";889;0;0;0;0;0;0;0;0;0;0;0;889;0;0;0;0
"Sojaschrot";346;0;0;0;0;0;0;0;0;9000;0;4;346;0;4;0;0
"Sonnenblumenkern";34740;0;0;0;0;0;0;0;0;0;0;0;34740;0;0;0;0
"Salzkartoffeln (Zubereitung Haushalt)";283;142;0;212;0;0;0;0;354;0;0;13555;283;0;13555;0;0
"Pfirsich frisch";5732;1237;0;1041;0;0;0;0;2278;0;0;0;5732;890;0;890;0
"Hummus";309;147,5;0;143,5;0;0;0;0;291;480,3;800;0;300;0;7000;0;0
"Sojasoße";5169;168;0;168;0;0;0;0;336;2252;0;5;5169;0;5;0;0
"Landmettwurst";25;83;0;101;0;0;0;0;184;0;0;28;25;0;28;0;0
"Quark Halbfettstufe";3600;0;0;0;0;3600;0;0;0;0;0;0;0;0;0;0;0
"Pomelo frisch";3738;2672;0;3030;0;0;0;0;5702;0;0;0;3738;0;0;0;0
"Spargel frisch";306;1163;0;571;0;0;0;0;1734;0;0;0;306;0;0;0;0
"Limonaden";400;4800;0;4800;0;0;0;0;9600;0;0;0;400;0;0;0;0
"Schlagsahne 30 % Fett";3200;0;0;0;0;3200;0;0;0;0;0;0;0;0;0;0;0
"Graubrot-Toastbrot";4351;324;0;478;0;658;1852;0;802;83;77;40745;1841;0;40745;0;0
"Tee- und andere streichfähige Rohwurst";11;80;0;97;0;0;0;0;177;0;0;9;11;0;9;0;0
"Schaf Keule (mittelfett) frisch gegart";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Erdnuss";2635;0;0;0;0;0;0;0;0;0;0;4845;2635;0;4845;0;0
"Kichererbsenmehl";1714,8;342,6;0;342,6;0;0;0;0;685,2;2740;1900;0;1700;0;40000;0;0
"Geflügelbratwurst gegrillt";37;145;0;162;0;0;0;0;307;0;0;11;37;0;11;0;0
"Pesto";280;521;0;516;0;0;0;0;1037;0;83;1271;280;0;1271;0;0
"Delikateß-Pastete";507;10;0;17;0;30;0;35;27;5;29;7318;477;0;7318;35;0
"Camembert Halbfettstufe";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Kalbsrouladen";766;21;0;25;0;0;0;0;46;0;0;123;766;0;123;0;0
"Oliven schwarz gesäuert";98;0;0;0;0;0;0;0;0;0;0;4802;98;0;4802;0;0
"Haselnussmus";6114;0;0;0;0;0;0;0;0;0;0;0;6114;0;0;0;0
"Leinmehl";2000;0;0;0;0;0;0;0;0;0;0;0;2000;0;0;0;0
"Lebertran";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Zitrone Fruchtsaft";14873;2442;0;2534;0;0;0;0;4976;7;0;0;14873;0;0;0;0
"Kasseler gebacken";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Dorschleber Konserve in Öl";0;0;0;0;650;0;0;0;0;0;0;650;0;0;0;0;0
"Lammfilet (Zubereitung Gastronomie)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Gouda mind. 50% Fett i. Tr.";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Oliven grün gesäuert";35;0;0;0;0;0;0;0;0;0;0;1725;35;0;1725;0;0
"Riesengarnelen gegrillt (Zubereitung Großküche)";127;314;0;266;1005;0;0;0;580;0;0;1041;127;0;36;0;0
"Brathähnchen Magen frisch";0;0;0;0;580;0;0;0;0;0;0;580;0;0;0;0;0
"Roter Thun frisch";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Hühnerei Eigelb";0;0;0;300;0;0;0;0;300;0;0;0;0;0;0;0;0
"Gerste Vollkorn";1736;129;0;129;0;0;643;0;258;250;322;61994;1093;0;61994;0;0
"Sauerkraut abgetropft frisch";193;273;0;273;0;0;0;0;546;0;0;31;193;0;31;0;0
"Linsen reif Konserve gegart abgetropft";223;0;0;0;0;0;0;0;0;239;445;3788;223;0;3788;0;0
"Erbsen grün frisch";4920;246;0;369;0;0;0;0;615;0;615;6150;4920;0;6150;0;0
"Zitrone frisch";1050;3450;0;3580;0;0;0;0;7030;0;0;0;1050;0;0;0;0
"Schwein Schinkenspeck roh ungeräuchert";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Wurstsülze";0;0;0;0;104;0;0;0;0;0;0;104;0;0;0;0;0
"Biologische pflanzliche Soja-Joghurtalternative";1620;0;0;0;0;0;0;0;0;0;0;0;1620;0;0;0;0
"Zucchini frisch";328;697;0;595;0;0;0;12;1292;0;0;410;328;0;410;20;8
"Gnocchi roh";487;166;0;338;0;0;84;0;504;10;73;33191;403;0;33191;0;0
"Fleischsalat Grundlage";14;66;0;73;0;0;0;0;139;0;0;7;14;0;7;0;0
"Currywurst mit Curryketchup (Zubereitung Gastronomie)";139;1303;0;1134;0;0;0;0;2437;1;1;85;139;0;85;0;0
"Vollkornbrötchen-Roggen, Weizenvollkornbrötchen";667;63;0;420;0;0;67;0;483;0;374;44853;600;0;44853;0;0
"Krakauer Konserve";21;78;0;93;78;0;0;0;171;0;0;99;21;0;21;0;0
"Schwein Fett (Schmalz)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Remoulade 65% Fett";0;0;0;0;0;0;0;0;0;0;0;15200;0;0;15200;0;0
"Kidney-Bohnen Konserve abgetropft";463;0;0;0;0;0;0;0;0;1696;1237;13769;463;0;13769;0;0
"Sauerkraut (Zubereitung Haushalt)";999;1049;0;517;0;0;0;0;1566;0;34;619;999;77;619;77;0
"Petersilienblatt tiefgefroren";0;1836;0;2938;0;0;0;0;4774;0;0;2570;0;0;2570;0;0
